nohup: ignoring input
Using device: cpu (CUDA not available)
======================================================================
FAST TRAINING MODE - Optimizations:
- M=8 rules (doubled capacity for learning strategies)
- Learning rate: 0.003 (3x normal)
- Batch size: 128 (smaller for faster updates)
- Update every game
- Target network sync every 50 episodes
- No rendering/visualization
======================================================================
Episode    50 | Reward:  -9.794 | Epsilon: 0.7783
Episode  3250 | Reward:  -9.149 | Epsilon: 0.0100 | Loss: 271.3748
Episode  3300 | Reward:  -5.384 | Epsilon: 0.0100 | Loss: 277.7891
Episode  3350 | Reward:  -4.946 | Epsilon: 0.0100 | Loss: 271.6643
Episode  3400 | Reward:  -2.205 | Epsilon: 0.0100 | Loss: 312.8954
Episode  3450 | Reward:  -5.228 | Epsilon: 0.0100 | Loss: 263.4374
Episode  3500 | Reward:  -6.081 | Epsilon: 0.0100 | Loss: 287.4793
Episode  3550 | Reward:  -6.719 | Epsilon: 0.0100 | Loss: 244.3526
Episode  3600 | Reward:  -5.458 | Epsilon: 0.0100 | Loss: 360.4090
Episode  3650 | Reward:  -9.862 | Epsilon: 0.0100 | Loss: 269.7737
Episode  3700 | Reward:  -4.733 | Epsilon: 0.0100 | Loss: 250.1100
Episode  3750 | Reward:  -6.769 | Epsilon: 0.0100 | Loss: 338.5780
Episode  3800 | Reward:  -6.697 | Epsilon: 0.0100 | Loss: 305.3136
Episode  3850 | Reward:  -8.659 | Epsilon: 0.0100 | Loss: 316.1570
Episode  3900 | Reward:  -5.859 | Epsilon: 0.0100 | Loss: 341.2029
Episode  3950 | Reward:  -5.121 | Epsilon: 0.0100 | Loss: 240.0228
Episode  4000 | Reward:  -7.633 | Epsilon: 0.0100 | Loss: 320.2288
Model saved to PyTorch_models/model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(01:19).dict.dict
✓ Model saved: model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(01:19).dict
Episode  4050 | Reward:  -3.679 | Epsilon: 0.0100 | Loss: 324.0897
Episode  4100 | Reward:  -3.186 | Epsilon: 0.0100 | Loss: 282.3937
Episode  4150 | Reward:  -3.905 | Epsilon: 0.0100 | Loss: 284.5053
Episode  4200 | Reward:  -4.339 | Epsilon: 0.0100 | Loss: 308.7262
Episode  4250 | Reward:  -3.050 | Epsilon: 0.0100 | Loss: 280.2762
Episode  4300 | Reward:  -1.584 | Epsilon: 0.0100 | Loss: 268.3507
Episode  4350 | Reward:  -3.890 | Epsilon: 0.0100 | Loss: 242.3276
Episode  4400 | Reward:  -6.544 | Epsilon: 0.0100 | Loss: 346.0942
Episode  4450 | Reward:  -8.535 | Epsilon: 0.0100 | Loss: 195.1305
Episode  4500 | Reward:  -7.575 | Epsilon: 0.0100 | Loss: 322.1723
Episode  4550 | Reward:  -5.118 | Epsilon: 0.0100 | Loss: 285.7951
Episode  4600 | Reward:  -6.268 | Epsilon: 0.0100 | Loss: 310.4099
Episode  4650 | Reward:  -0.355 | Epsilon: 0.0100 | Loss: 342.6944
Episode  4700 | Reward:  -2.800 | Epsilon: 0.0100 | Loss: 326.2209
Episode  4750 | Reward:  -4.261 | Epsilon: 0.0100 | Loss: 386.3354
Episode  4800 | Reward:  -3.077 | Epsilon: 0.0100 | Loss: 270.2320
Episode  4850 | Reward:  -3.920 | Epsilon: 0.0100 | Loss: 305.0900
Episode  4900 | Reward:  -3.371 | Epsilon: 0.0100 | Loss: 409.8623
Episode  4950 | Reward:  -7.387 | Epsilon: 0.0100 | Loss: 352.6458
Episode  5000 | Reward:  -6.457 | Epsilon: 0.0100 | Loss: 254.6013
Model saved to PyTorch_models/model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(01:23).dict.dict
✓ Model saved: model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(01:23).dict
Episode  5050 | Reward:  -1.377 | Epsilon: 0.0100 | Loss: 341.2880
Episode  5100 | Reward:  -2.809 | Epsilon: 0.0100 | Loss: 315.4394
Episode  5150 | Reward:  -6.478 | Epsilon: 0.0100 | Loss: 290.3045
Episode  5200 | Reward:  -2.753 | Epsilon: 0.0100 | Loss: 342.4021
Episode  5250 | Reward:  -1.003 | Epsilon: 0.0100 | Loss: 292.4580
Episode  5300 | Reward:  -1.640 | Epsilon: 0.0100 | Loss: 387.9058
Episode  5350 | Reward:  -3.089 | Epsilon: 0.0100 | Loss: 316.2260
Episode  5400 | Reward:   1.140 | Epsilon: 0.0100 | Loss: 240.2615
Episode  5450 | Reward:  -4.441 | Epsilon: 0.0100 | Loss: 351.2535
Episode  5500 | Reward:  -3.381 | Epsilon: 0.0100 | Loss: 305.0460
Episode  5550 | Reward:  -6.555 | Epsilon: 0.0100 | Loss: 360.0563
Episode  5600 | Reward:  -3.567 | Epsilon: 0.0100 | Loss: 307.3590
Episode  5650 | Reward:  -6.310 | Epsilon: 0.0100 | Loss: 336.5711
Episode  5700 | Reward:  -8.304 | Epsilon: 0.0100 | Loss: 365.3198
Episode  5750 | Reward:  -4.324 | Epsilon: 0.0100 | Loss: 274.0853
Episode  5800 | Reward:  -4.928 | Epsilon: 0.0100 | Loss: 334.7840
Episode  5850 | Reward:  -4.896 | Epsilon: 0.0100 | Loss: 250.4067
Episode  5900 | Reward:  -6.111 | Epsilon: 0.0100 | Loss: 364.9890
Episode  5950 | Reward:   1.265 | Epsilon: 0.0100 | Loss: 353.5979
Episode  6000 | Reward:  -0.368 | Epsilon: 0.0100 | Loss: 298.3632
Model saved to PyTorch_models/model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(01:27).dict.dict
✓ Model saved: model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(01:27).dict
Episode  6050 | Reward:  -3.320 | Epsilon: 0.0100 | Loss: 255.8552
Episode  6100 | Reward:  -5.995 | Epsilon: 0.0100 | Loss: 206.6287
Episode  6150 | Reward:  -6.119 | Epsilon: 0.0100 | Loss: 390.9024
Episode  6200 | Reward:  -3.716 | Epsilon: 0.0100 | Loss: 273.5657
Episode  6250 | Reward:  -3.735 | Epsilon: 0.0100 | Loss: 281.0341
Episode  6300 | Reward:  -4.845 | Epsilon: 0.0100 | Loss: 242.2547
Episode  6350 | Reward:  -0.774 | Epsilon: 0.0100 | Loss: 305.3502
Episode  6400 | Reward:  -8.390 | Epsilon: 0.0100 | Loss: 359.5810
Episode  6450 | Reward:  -5.224 | Epsilon: 0.0100 | Loss: 293.2729
Episode  6500 | Reward:  -7.681 | Epsilon: 0.0100 | Loss: 266.9776
Episode  6550 | Reward:  -3.321 | Epsilon: 0.0100 | Loss: 380.0767
Episode  6600 | Reward:  -7.471 | Epsilon: 0.0100 | Loss: 351.8943
Episode  6650 | Reward:  -5.256 | Epsilon: 0.0100 | Loss: 267.2741
Episode  6700 | Reward:  -9.358 | Epsilon: 0.0100 | Loss: 352.4360
Episode  6750 | Reward:  -5.934 | Epsilon: 0.0100 | Loss: 292.9062
Episode  6800 | Reward:  -1.349 | Epsilon: 0.0100 | Loss: 300.6693
Episode  6850 | Reward:  -0.635 | Epsilon: 0.0100 | Loss: 316.1520
Episode  6900 | Reward:  -1.586 | Epsilon: 0.0100 | Loss: 400.0742
Episode  6950 | Reward:  -2.370 | Epsilon: 0.0100 | Loss: 326.3937
Episode  7000 | Reward:  -2.075 | Epsilon: 0.0100 | Loss: 313.4004
Model saved to PyTorch_models/model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(01:31).dict.dict
✓ Model saved: model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(01:31).dict
Episode  7050 | Reward:  -4.037 | Epsilon: 0.0100 | Loss: 312.9584
Episode  7100 | Reward:  -1.875 | Epsilon: 0.0100 | Loss: 352.0840
Episode  7150 | Reward:  -4.455 | Epsilon: 0.0100 | Loss: 217.4478
Episode  7200 | Reward:  -2.218 | Epsilon: 0.0100 | Loss: 333.0567
Episode  7250 | Reward:  -6.847 | Epsilon: 0.0100 | Loss: 273.3566
Episode  7300 | Reward:  -7.253 | Epsilon: 0.0100 | Loss: 383.0188
Episode  7350 | Reward:  -6.552 | Epsilon: 0.0100 | Loss: 382.0359
Episode  7400 | Reward:  -3.959 | Epsilon: 0.0100 | Loss: 397.6829
Episode  7450 | Reward:  -3.821 | Epsilon: 0.0100 | Loss: 387.4198
Episode  7500 | Reward:  -4.834 | Epsilon: 0.0100 | Loss: 330.4619
Episode  7550 | Reward:  -9.681 | Epsilon: 0.0100 | Loss: 337.1889
Episode  7600 | Reward:  -5.953 | Epsilon: 0.0100 | Loss: 386.6297
Episode  7650 | Reward:  -3.523 | Epsilon: 0.0100 | Loss: 339.1820
Episode  7700 | Reward:  -7.132 | Epsilon: 0.0100 | Loss: 317.1823
Episode  7750 | Reward:  -7.236 | Epsilon: 0.0100 | Loss: 350.6108
Episode  7800 | Reward:  -8.502 | Epsilon: 0.0100 | Loss: 331.9010
Episode  7850 | Reward: -13.464 | Epsilon: 0.0100 | Loss: 267.8882
Episode  7900 | Reward:  -9.096 | Epsilon: 0.0100 | Loss: 255.4489
Episode  7950 | Reward:  -6.186 | Epsilon: 0.0100 | Loss: 408.4542
Episode  8000 | Reward:  -3.635 | Epsilon: 0.0100 | Loss: 315.8721
Model saved to PyTorch_models/model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(01:35).dict.dict
✓ Model saved: model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(01:35).dict
Episode  8050 | Reward:  -2.572 | Epsilon: 0.0100 | Loss: 390.0157
Episode  8100 | Reward:  -5.338 | Epsilon: 0.0100 | Loss: 292.8403
Episode  8150 | Reward:  -6.235 | Epsilon: 0.0100 | Loss: 512.5615
Episode  8200 | Reward:  -6.135 | Epsilon: 0.0100 | Loss: 358.3991
Episode  8250 | Reward:  -6.062 | Epsilon: 0.0100 | Loss: 308.9561
Episode  8300 | Reward:  -2.421 | Epsilon: 0.0100 | Loss: 361.1167
Episode  8350 | Reward:  -3.776 | Epsilon: 0.0100 | Loss: 300.5286
Episode  8400 | Reward:  -2.404 | Epsilon: 0.0100 | Loss: 357.3381
Episode  8450 | Reward:  -3.197 | Epsilon: 0.0100 | Loss: 348.4893
Episode  8500 | Reward:  -2.682 | Epsilon: 0.0100 | Loss: 304.7883
Episode  8550 | Reward:  -1.374 | Epsilon: 0.0100 | Loss: 338.8085
Episode  8600 | Reward:  -6.824 | Epsilon: 0.0100 | Loss: 370.6172
Episode  8650 | Reward:  -5.866 | Epsilon: 0.0100 | Loss: 403.2705
Episode  8700 | Reward:  -4.531 | Epsilon: 0.0100 | Loss: 434.8113
Episode  8750 | Reward:  -7.769 | Epsilon: 0.0100 | Loss: 356.5875
Episode  8800 | Reward:  -4.456 | Epsilon: 0.0100 | Loss: 207.2579
Episode  8850 | Reward:  -5.757 | Epsilon: 0.0100 | Loss: 397.5918
Episode  8900 | Reward:  -6.752 | Epsilon: 0.0100 | Loss: 390.7084
Episode  8950 | Reward:  -5.923 | Epsilon: 0.0100 | Loss: 357.1490
Episode  9000 | Reward:  -2.316 | Epsilon: 0.0100 | Loss: 374.4799
Model saved to PyTorch_models/model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(01:39).dict.dict
✓ Model saved: model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(01:39).dict
Episode  9050 | Reward:  -5.295 | Epsilon: 0.0100 | Loss: 315.5856
Episode  9100 | Reward:  -9.280 | Epsilon: 0.0100 | Loss: 373.7147
Episode  9150 | Reward:  -5.485 | Epsilon: 0.0100 | Loss: 306.9443
Episode  9200 | Reward:  -8.796 | Epsilon: 0.0100 | Loss: 364.1805
Episode  9250 | Reward:  -6.103 | Epsilon: 0.0100 | Loss: 368.3338
Episode  9300 | Reward:  -5.086 | Epsilon: 0.0100 | Loss: 395.7409
Episode  9350 | Reward:  -7.212 | Epsilon: 0.0100 | Loss: 396.7062
Episode  9400 | Reward:  -6.959 | Epsilon: 0.0100 | Loss: 404.8238
Episode  9450 | Reward:  -6.390 | Epsilon: 0.0100 | Loss: 311.6382
Episode  9500 | Reward:  -1.818 | Epsilon: 0.0100 | Loss: 349.3392
Episode  9550 | Reward:  -3.111 | Epsilon: 0.0100 | Loss: 353.8939
Episode  9600 | Reward:  -7.405 | Epsilon: 0.0100 | Loss: 354.0074
Episode  9650 | Reward:  -4.311 | Epsilon: 0.0100 | Loss: 364.9801
Episode  9700 | Reward:  -3.200 | Epsilon: 0.0100 | Loss: 351.4666
Episode  9750 | Reward:  -8.581 | Epsilon: 0.0100 | Loss: 394.8224
Episode  9800 | Reward:  -3.575 | Epsilon: 0.0100 | Loss: 332.4576
Episode  9850 | Reward:  -6.533 | Epsilon: 0.0100 | Loss: 361.2695
Episode  9900 | Reward:  -6.649 | Epsilon: 0.0100 | Loss: 358.1016
Episode  9950 | Reward:  -7.731 | Epsilon: 0.0100 | Loss: 231.0884
Episode 10000 | Reward:  -6.617 | Epsilon: 0.0100 | Loss: 421.0938
Model saved to PyTorch_models/model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(01:43).dict.dict
✓ Model saved: model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(01:43).dict
Episode 10050 | Reward:  -9.194 | Epsilon: 0.0100 | Loss: 440.7867
Episode 10100 | Reward:  -9.882 | Epsilon: 0.0100 | Loss: 409.7072
Episode 10150 | Reward:  -6.825 | Epsilon: 0.0100 | Loss: 285.7183
Episode 10200 | Reward:  -8.281 | Epsilon: 0.0100 | Loss: 307.0660
Episode 10250 | Reward:  -5.226 | Epsilon: 0.0100 | Loss: 370.2766
Episode 10300 | Reward:  -5.447 | Epsilon: 0.0100 | Loss: 234.4301
Episode 10350 | Reward:  -8.176 | Epsilon: 0.0100 | Loss: 358.6227
Episode 10400 | Reward: -10.237 | Epsilon: 0.0100 | Loss: 286.4575
Episode 10450 | Reward:  -9.797 | Epsilon: 0.0100 | Loss: 312.0504
Episode 10500 | Reward: -10.511 | Epsilon: 0.0100 | Loss: 339.9561
Episode 10550 | Reward:  -9.944 | Epsilon: 0.0100 | Loss: 399.0337
Episode 10600 | Reward:  -2.742 | Epsilon: 0.0100 | Loss: 425.9214
Episode 10650 | Reward:  -5.279 | Epsilon: 0.0100 | Loss: 393.4025
Episode 10700 | Reward:  -6.054 | Epsilon: 0.0100 | Loss: 303.1968
Episode 10750 | Reward: -11.139 | Epsilon: 0.0100 | Loss: 323.4059
Episode 10800 | Reward: -12.360 | Epsilon: 0.0100 | Loss: 304.3079
Episode 10850 | Reward:  -9.876 | Epsilon: 0.0100 | Loss: 316.2768
Episode 10900 | Reward:  -7.931 | Epsilon: 0.0100 | Loss: 277.6008
Episode 10950 | Reward:  -6.911 | Epsilon: 0.0100 | Loss: 362.7436
Episode 11000 | Reward:  -2.963 | Epsilon: 0.0100 | Loss: 279.9217
Model saved to PyTorch_models/model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(01:47).dict.dict
✓ Model saved: model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(01:47).dict
Episode 11050 | Reward:  -6.921 | Epsilon: 0.0100 | Loss: 425.6168
Episode 11100 | Reward:  -4.046 | Epsilon: 0.0100 | Loss: 354.5161
Episode 11150 | Reward:  -5.040 | Epsilon: 0.0100 | Loss: 413.7012
Episode 11200 | Reward:  -5.168 | Epsilon: 0.0100 | Loss: 394.2428
Episode 11250 | Reward:  -8.286 | Epsilon: 0.0100 | Loss: 392.6112
Episode 11300 | Reward:  -6.966 | Epsilon: 0.0100 | Loss: 402.6342
Episode 11350 | Reward:  -8.892 | Epsilon: 0.0100 | Loss: 391.2658
Episode 11400 | Reward:  -4.216 | Epsilon: 0.0100 | Loss: 373.1984
Episode 11450 | Reward:  -9.033 | Epsilon: 0.0100 | Loss: 375.8400
Episode 11500 | Reward: -10.468 | Epsilon: 0.0100 | Loss: 351.1786
Episode 11550 | Reward:  -9.875 | Epsilon: 0.0100 | Loss: 356.0105
Episode 11600 | Reward: -11.483 | Epsilon: 0.0100 | Loss: 471.6036
Episode 11650 | Reward: -11.374 | Epsilon: 0.0100 | Loss: 429.5354
Episode 11700 | Reward:  -3.503 | Epsilon: 0.0100 | Loss: 483.2887
Episode 11750 | Reward:  -8.689 | Epsilon: 0.0100 | Loss: 445.8614
Episode 11800 | Reward: -10.310 | Epsilon: 0.0100 | Loss: 271.5497
Episode 11850 | Reward:  -4.787 | Epsilon: 0.0100 | Loss: 342.9770
Episode 11900 | Reward:  -5.710 | Epsilon: 0.0100 | Loss: 344.4077
Episode 11950 | Reward:  -6.128 | Epsilon: 0.0100 | Loss: 505.1266
Episode 12000 | Reward:  -8.122 | Epsilon: 0.0100 | Loss: 448.4852
Model saved to PyTorch_models/model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(01:51).dict.dict
✓ Model saved: model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(01:51).dict
Episode 12050 | Reward:  -4.750 | Epsilon: 0.0100 | Loss: 586.7662
Episode 12100 | Reward:  -4.943 | Epsilon: 0.0100 | Loss: 520.0784
Episode 12150 | Reward:  -4.302 | Epsilon: 0.0100 | Loss: 408.4809
Episode 12200 | Reward:  -5.017 | Epsilon: 0.0100 | Loss: 404.4241
Episode 12250 | Reward:  -9.224 | Epsilon: 0.0100 | Loss: 347.1594
Episode 12300 | Reward:  -8.762 | Epsilon: 0.0100 | Loss: 370.1365
Episode 12350 | Reward:  -6.725 | Epsilon: 0.0100 | Loss: 375.6532
Episode 12400 | Reward:  -8.134 | Epsilon: 0.0100 | Loss: 484.3892
Episode 12450 | Reward:  -8.395 | Epsilon: 0.0100 | Loss: 436.3488
Episode 12500 | Reward:  -5.059 | Epsilon: 0.0100 | Loss: 464.3962
Episode 12550 | Reward:  -5.933 | Epsilon: 0.0100 | Loss: 479.1015
Episode 12600 | Reward:  -7.378 | Epsilon: 0.0100 | Loss: 458.9956
Episode 12650 | Reward:  -6.359 | Epsilon: 0.0100 | Loss: 594.9951
Episode 12700 | Reward: -10.005 | Epsilon: 0.0100 | Loss: 632.0894
Episode 12750 | Reward: -12.797 | Epsilon: 0.0100 | Loss: 436.9865
Episode 12800 | Reward:  -8.096 | Epsilon: 0.0100 | Loss: 526.6245
Episode 12850 | Reward:  -3.620 | Epsilon: 0.0100 | Loss: 531.9869
Episode 12900 | Reward:  -3.013 | Epsilon: 0.0100 | Loss: 602.2859
Episode 12950 | Reward:  -8.928 | Epsilon: 0.0100 | Loss: 519.4984
Episode 13000 | Reward:  -7.947 | Epsilon: 0.0100 | Loss: 504.0713
Model saved to PyTorch_models/model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(01:55).dict.dict
✓ Model saved: model.DQN.logic_with_vars.AlgebraicLogic.AlgebraicLogic.M=8x(J=2,I=3,L=2).30-11-2025(01:55).dict
Episode 13050 | Reward: -10.293 | Epsilon: 0.0100 | Loss: 486.3450
Episode 13100 | Reward:  -5.196 | Epsilon: 0.0100 | Loss: 689.5452
Episode 13150 | Reward:  -5.573 | Epsilon: 0.0100 | Loss: 555.1044
Episode 13200 | Reward:  -2.081 | Epsilon: 0.0100 | Loss: 633.2874
Episode 13250 | Reward:  -6.975 | Epsilon: 0.0100 | Loss: 558.5043
Episode 13300 | Reward:  -9.168 | Epsilon: 0.0100 | Loss: 556.1238
Episode 13350 | Reward:  -8.415 | Epsilon: 0.0100 | Loss: 566.4802
Episode 13400 | Reward:  -4.987 | Epsilon: 0.0100 | Loss: 577.6959
Episode 13450 | Reward:  -5.964 | Epsilon: 0.0100 | Loss: 578.1879
Episode 13500 | Reward:  -5.186 | Epsilon: 0.0100 | Loss: 282.7482
Episode 13550 | Reward:  -4.291 | Epsilon: 0.0100 | Loss: 648.7049
Episode 13600 | Reward:  -3.330 | Epsilon: 0.0100 | Loss: 521.4188
Episode 13650 | Reward:  -2.298 | Epsilon: 0.0100 | Loss: 550.7197
Episode 13700 | Reward:  -3.336 | Epsilon: 0.0100 | Loss: 534.5420
Episode 13750 | Reward:  -7.642 | Epsilon: 0.0100 | Loss: 703.8216
Episode 13800 | Reward:  -8.132 | Epsilon: 0.0100 | Loss: 634.9241
Episode 13850 | Reward:  -6.685 | Epsilon: 0.0100 | Loss: 525.5409
Episode 13900 | Reward:  -2.513 | Epsilon: 0.0100 | Loss: 608.6684
Episode 13950 | Reward:  -4.842 | Epsilon: 0.0100 | Loss: 690.0179
